 format: day,hour,forecast,value location:57_123 Start : 20150101 
 16,1530,+2,1.000000 
 16,1530,+3,2.000000 
 16,1630,+1,2.000000 
 16,1630,+2,2.000000 
 16,1730,+1,2.000000 
 16,1730,+2,2.000000 
 16,1730,+3,2.000000 
 16,1730,+4,2.000000 
 16,1830,+1,2.000000 
 16,1830,+2,2.000000 
 16,1830,+3,2.000000 
 16,1930,+1,2.000000 
 16,1930,+2,2.000000 
 16,2030,+1,2.000000 
 16,2030,+2,2.000000 
 16,2030,+3,2.000000 
 16,2030,+4,2.000000 
 16,2130,+1,2.000000 
 16,2130,+2,2.000000 
 16,2130,+3,2.000000 
 16,2230,+1,2.000000 
 16,2230,+2,2.000000 
 16,2330,+1,1.000000 
 16,2330,+2,1.000000 
 16,2330,+3,1.000000 
 16,2330,+4,1.000000 
 17,0030,+1,1.000000 
 17,0030,+2,1.000000 
 17,0030,+3,1.000000 
 17,0130,+1,3.000000 
 17,0130,+2,2.000000 
 17,0230,+1,3.000000 
 17,0230,+2,3.000000 
 17,0230,+3,3.000000 
 17,0230,+4,3.000000 
 17,0330,+1,3.000000 
 17,0330,+2,3.000000 
 17,0330,+3,3.000000 
 17,0430,+1,3.000000 
 17,0430,+2,3.000000 
 17,0530,+1,3.000000 
 17,0530,+2,3.000000 
 17,0530,+3,3.000000 
 17,0530,+4,3.000000 
 17,0630,+1,3.000000 
 17,0630,+2,3.000000 
 17,0630,+3,3.000000 
 17,0730,+1,3.000000 
 17,0730,+2,3.000000 
 17,0830,+1,3.000000 
 17,0830,+2,3.000000 
 17,0830,+3,3.000000 
 17,0830,+4,3.000000 
 17,0930,+1,3.000000 
 17,0930,+2,3.000000 
 17,0930,+3,3.000000 
 17,1030,+1,3.000000 
 17,1030,+2,3.000000 
 17,1130,+1,3.000000 
 17,1130,+2,3.000000 
 17,1130,+3,3.000000 
 17,1130,+4,3.000000 
 17,1230,+1,3.000000 
 17,1230,+2,3.000000 
 17,1230,+3,3.000000 
 17,1330,+1,3.000000 
 17,1330,+2,3.000000 
 17,1430,+1,3.000000 
 17,1430,+2,3.000000 
 17,1430,+3,3.000000 
 17,1430,+4,3.000000 
 17,1530,+1,4.000000 
 17,1530,+2,4.000000 
 17,1530,+3,3.000000 
 17,1630,+1,4.000000 
 17,1630,+2,3.000000 
 17,1730,+1,4.000000 
 17,1730,+2,3.000000 
 17,1730,+3,3.000000 
 17,1730,+4,3.000000 
 17,1830,+1,3.000000 
 17,1830,+2,3.000000 
 17,1830,+3,3.000000 
 17,1930,+1,3.000000 
 17,1930,+2,3.000000 
 17,2030,+1,3.000000 
 17,2030,+2,3.000000 
 17,2030,+3,3.000000 
 17,2030,+4,3.000000 
 17,2130,+1,3.000000 
 17,2130,+2,3.000000 
 17,2130,+3,3.000000 
 17,2230,+1,3.000000 
 17,2230,+2,3.000000 
 17,2330,+1,3.000000 
 17,2330,+2,3.000000 
 17,2330,+3,3.000000 
 17,2330,+4,3.000000 
 18,0030,+1,3.000000 
 18,0030,+2,3.000000 
 18,0030,+3,3.000000 
 18,0130,+1,2.000000 
 18,0130,+2,2.000000 
 18,0230,+1,3.000000 
 18,0230,+2,3.000000 
 18,0230,+3,3.000000 
 18,0230,+4,3.000000 
 18,0330,+1,3.000000 
 18,0330,+2,3.000000 
 18,0330,+3,3.000000 
 18,0430,+1,3.000000 
 18,0430,+2,3.000000 
 18,0530,+1,3.000000 
 18,0530,+2,3.000000 
 18,0530,+3,3.000000 
 18,0530,+4,3.000000 
 18,0630,+1,3.000000 
 18,0630,+2,3.000000 
 18,0630,+3,3.000000 
 18,0730,+1,3.000000 
 18,0730,+2,3.000000 
 18,0830,+1,3.000000 
 18,0830,+2,3.000000 
 18,0830,+3,3.000000 
 18,0830,+4,3.000000 
 18,0930,+1,3.000000 
 18,0930,+2,3.000000 
 18,0930,+3,3.000000 
 18,1030,+1,3.000000 
 18,1030,+2,3.000000 
 18,1130,+1,3.000000 
 18,1130,+2,3.000000 
 18,1130,+3,3.000000 
 18,1130,+4,3.000000 
 18,1230,+1,3.000000 
 18,1230,+2,3.000000 
 18,1230,+3,3.000000 
 18,1330,+1,3.000000 
 18,1330,+2,3.000000 
 18,1430,+1,3.000000 
 18,1430,+2,3.000000 
 18,1430,+3,3.000000 
 18,1430,+4,3.000000 
 18,1530,+1,3.000000 
 18,1530,+2,3.000000 
 18,1530,+3,3.000000 
 18,1630,+1,3.000000 
 18,1630,+2,3.000000 
 18,1730,+1,3.000000 
 18,1730,+2,3.000000 
 18,1730,+3,3.000000 
 18,1730,+4,3.000000 
 18,1830,+1,3.000000 
 18,1830,+2,3.000000 
 18,1830,+3,3.000000 
 18,1930,+1,3.000000 
 18,1930,+2,3.000000 
 18,2030,+1,3.000000 
 18,2030,+2,3.000000 
 18,2030,+3,3.000000 
 18,2030,+4,2.000000 
 18,2130,+1,2.000000 
 18,2130,+2,2.000000 
 18,2130,+3,2.000000 
 18,2230,+1,3.000000 
 18,2230,+2,3.000000 
 18,2330,+1,3.000000 
 18,2330,+2,3.000000 
 18,2330,+3,3.000000 
 18,2330,+4,3.000000 
 19,0030,+1,3.000000 
 19,0030,+2,3.000000 
 19,0030,+3,3.000000 
 19,0130,+1,3.000000 
 19,0130,+2,3.000000 
 19,0230,+1,3.000000 
 19,0230,+2,3.000000 
 19,0230,+3,3.000000 
 19,0230,+4,3.000000 
 19,0330,+1,3.000000 
 19,0330,+2,3.000000 
 19,0330,+3,3.000000 
 19,0430,+1,3.000000 
 19,0430,+2,3.000000 
 19,0530,+1,3.000000 
 19,0530,+2,3.000000 
 19,0530,+3,3.000000 
 19,0530,+4,3.000000 
 19,0630,+1,3.000000 
 19,0630,+2,3.000000 
 19,0630,+3,3.000000 
 19,0730,+1,3.000000 
 19,0730,+2,3.000000 
 19,0830,+1,3.000000 
 19,0830,+2,3.000000 
 19,0830,+3,3.000000 
 19,0830,+4,3.000000 
 19,0930,+1,3.000000 
 19,0930,+2,3.000000 
 19,0930,+3,3.000000 
 19,1030,+1,3.000000 
 19,1030,+2,3.000000 
 19,1130,+1,2.000000 
 19,1130,+2,2.000000 
 19,1130,+3,2.000000 
 19,1130,+4,2.000000 
 19,1230,+1,2.000000 
 19,1230,+2,2.000000 
 19,1230,+3,2.000000 
 19,1330,+1,2.000000 
 19,1330,+2,2.000000 
 19,1430,+1,2.000000 
 19,1430,+2,3.000000 
 19,1430,+3,3.000000 
 19,1430,+4,4.000000 
 19,1530,+1,3.000000 
 19,1530,+2,3.000000 
 19,1530,+3,4.000000 
 19,1630,+1,3.000000 
 19,1630,+2,4.000000 
 19,1730,+1,4.000000 
 19,1730,+2,4.000000 
 19,1730,+3,4.000000 
 19,1730,+4,4.000000 
 19,1830,+1,4.000000 
 19,1830,+2,4.000000 
 19,1830,+3,4.000000 
 19,1930,+1,4.000000 
 19,1930,+2,4.000000 
 19,2030,+1,4.000000 
 19,2030,+2,4.000000 
 19,2030,+3,4.000000 
 19,2030,+4,4.000000 
 19,2130,+1,4.000000 
 19,2130,+2,4.000000 
 19,2130,+3,4.000000 
 19,2230,+1,4.000000 
 19,2230,+2,4.000000 
 19,2330,+1,4.000000 
 19,2330,+2,4.000000 
 19,2330,+3,4.000000 
 19,2330,+4,4.000000 
 20,0030,+1,4.000000 
 20,0030,+2,4.000000 
 20,0030,+3,4.000000 
 20,0130,+1,4.000000 
 20,0130,+2,4.000000 
 20,0230,+1,4.000000 
 20,0230,+2,4.000000 
 20,0230,+3,4.000000 
 20,0230,+4,4.000000 
 20,0330,+1,4.000000 
 20,0330,+2,4.000000 
 20,0330,+3,4.000000 
 20,0430,+1,4.000000 
 20,0430,+2,4.000000 
 20,0530,+1,4.000000 
 20,0530,+2,4.000000 
 20,0530,+3,4.000000 
 20,0530,+4,4.000000 
 20,0630,+1,4.000000 
 20,0630,+2,4.000000 
 20,0630,+3,4.000000 
 20,0730,+1,4.000000 
 20,0730,+2,4.000000 
 20,0830,+1,4.000000 
 20,0830,+2,4.000000 
 20,0830,+3,4.000000 
 20,0830,+4,4.000000 
 20,0930,+1,4.000000 
 20,0930,+2,4.000000 
 20,0930,+3,4.000000 
 20,1030,+1,4.000000 
 20,1030,+2,4.000000 
 20,1130,+1,4.000000 
 20,1130,+2,4.000000 
 20,1130,+3,4.000000 
 20,1130,+4,4.000000 
 20,1230,+1,4.000000 
 20,1230,+2,4.000000 
 20,1230,+3,4.000000 
 20,1330,+1,3.000000 
 20,1330,+2,3.000000 
 20,1430,+1,3.000000 
 20,1430,+2,3.000000 
 20,1430,+3,3.000000 
 20,1430,+4,3.000000 
 20,1530,+1,1.000000 
 20,1530,+2,1.000000 
 20,1530,+3,1.000000 
 20,1630,+1,1.000000 
 20,1630,+2,1.000000 
 20,1730,+1,1.000000 
 20,1730,+2,1.000000 
 20,1730,+3,1.000000 
 20,1730,+4,1.000000 
 20,1830,+1,1.000000 
 20,1830,+2,1.000000 
 20,1830,+3,1.000000 
 20,1930,+1,1.000000 
 20,1930,+2,1.000000 
 20,2030,+1,1.000000 
 20,2030,+2,1.000000 
 20,2030,+3,1.000000 
 20,2030,+4,1.000000 
 20,2130,+1,1.000000 
 20,2130,+2,1.000000 
 20,2130,+3,1.000000 
 20,2230,+1,1.000000 
 20,2230,+2,1.000000 
 20,2330,+1,1.000000 
 20,2330,+2,1.000000 
 20,2330,+3,1.000000 
 20,2330,+4,1.000000 
 21,0030,+1,1.000000 
 21,0030,+2,1.000000 
 21,0030,+3,2.000000 
 21,0130,+1,1.000000 
 21,0130,+2,2.000000 
 21,0230,+1,2.000000 
 21,0230,+2,2.000000 
 21,0230,+3,2.000000 
 21,0230,+4,2.000000 
 21,0330,+1,1.000000 
 21,0330,+2,1.000000 
 21,0330,+3,1.000000 
 21,0430,+1,1.000000 
 21,0430,+2,1.000000 
 21,0530,+1,1.000000 
 21,0530,+2,1.000000 
 21,0530,+3,2.000000 
 21,0530,+4,3.000000 
 21,0630,+1,2.000000 
 21,0630,+2,2.000000 
 21,0630,+3,3.000000 
 21,0730,+1,2.000000 
 21,0730,+2,2.000000 
 21,0830,+1,2.000000 
 21,0830,+2,2.000000 
 21,0830,+3,2.000000 
 21,0830,+4,2.000000 
 21,0930,+1,2.000000 
 21,0930,+2,2.000000 
 21,0930,+3,2.000000 
 21,1030,+1,2.000000 
 21,1030,+2,2.000000 
 21,1130,+1,2.000000 
 21,1130,+2,2.000000 
 21,1130,+3,2.000000 
 21,1130,+4,2.000000 
 21,1230,+1,1.000000 
 21,1230,+2,1.000000 
 21,1230,+3,2.000000 
 21,1330,+1,1.000000 
 21,1330,+2,2.000000 
 21,1430,+1,2.000000 
 21,1430,+2,2.000000 
 21,1430,+3,2.000000 
 21,1430,+4,2.000000 
 21,1530,+1,1.000000 
 21,1530,+2,1.000000 
 21,1530,+3,1.000000 
 21,1630,+1,1.000000 
 21,1630,+2,1.000000 
 21,1730,+1,1.000000 
 21,1730,+2,1.000000 
 21,1730,+3,1.000000 
 21,1730,+4,1.000000 
 21,1830,+1,2.000000 
 21,1830,+2,2.000000 
 21,1830,+3,2.000000 
 21,1930,+1,2.000000 
 21,1930,+2,2.000000 
 21,2030,+1,2.000000 
 21,2030,+2,2.000000 
 21,2030,+3,2.000000 
 21,2030,+4,2.000000 
 21,2130,+1,3.000000 
 21,2130,+2,3.000000 
 21,2130,+3,3.000000 
 21,2230,+1,3.000000 
 21,2230,+2,3.000000 
 21,2330,+1,3.000000 
 21,2330,+2,2.000000 
 21,2330,+3,2.000000 
 21,2330,+4,2.000000 
 22,0030,+1,2.000000 
 22,0030,+2,2.000000 
 22,0030,+3,2.000000 
 22,0130,+1,2.000000 
 22,0130,+2,2.000000 
 22,0230,+1,2.000000 
 22,0230,+2,2.000000 
 22,0230,+3,2.000000 
 22,0230,+4,2.000000 
 22,0330,+1,2.000000 
 22,0330,+2,2.000000 
 22,0330,+3,2.000000 
 22,0430,+1,2.000000 
 22,0430,+2,2.000000 
 22,0530,+1,2.000000 
 22,0530,+2,2.000000 
 22,0530,+3,3.000000 
 22,0530,+4,3.000000 
 22,0630,+1,2.000000 
 22,0630,+2,2.000000 
 22,0630,+3,2.000000 
 22,0730,+1,2.000000 
 22,0730,+2,2.000000 
 22,0830,+1,1.000000 
 22,0830,+2,1.000000 
 22,0830,+3,2.000000 
 22,0830,+4,2.000000 
 22,0930,+1,1.000000 
 22,0930,+2,2.000000 
 22,0930,+3,2.000000 
 22,1030,+1,2.000000 
 22,1030,+2,2.000000 
 22,1130,+1,2.000000 
 22,1130,+2,2.000000 
 22,1130,+3,2.000000 
 22,1130,+4,2.000000 
 22,1230,+1,2.000000 
 22,1230,+2,2.000000 
 22,1230,+3,2.000000 
 22,1330,+1,2.000000 
 22,1330,+2,2.000000 
 22,1430,+1,2.000000 
 22,1430,+2,2.000000 
 22,1430,+3,2.000000 
 22,1430,+4,2.000000 
 22,1530,+1,2.000000 
 22,1530,+2,2.000000 
 22,1530,+3,2.000000 
 22,1630,+1,2.000000 
 22,1630,+2,2.000000 
 22,1730,+1,2.000000 
 22,1730,+2,2.000000 
 22,1730,+3,2.000000 
 22,1730,+4,2.000000 
 22,1830,+1,2.000000 
 22,1830,+2,2.000000 
 22,1830,+3,2.000000 
 22,1930,+1,2.000000 
 22,1930,+2,2.000000 
 22,2030,+1,2.000000 
 22,2030,+2,2.000000 
 22,2030,+3,2.000000 
 22,2030,+4,2.000000 
 22,2130,+1,2.000000 
 22,2130,+2,2.000000 
 22,2130,+3,2.000000 
 22,2230,+1,1.000000 
 22,2230,+2,2.000000 
 22,2330,+1,1.000000 
 22,2330,+2,1.000000 
 22,2330,+3,1.000000 
 22,2330,+4,2.000000 
 23,0030,+1,1.000000 
 23,0030,+2,1.000000 
 23,0030,+3,2.000000 
 23,0130,+1,1.000000 
 23,0130,+2,2.000000 
 23,0230,+1,2.000000 
 23,0230,+2,2.000000 
 23,0230,+3,3.000000 
 23,0230,+4,3.000000 
 23,0330,+1,2.000000 
 23,0330,+2,3.000000 
 23,0330,+3,3.000000 
 23,0430,+1,3.000000 
 23,0430,+2,3.000000 
 23,0530,+1,4.000000 
 23,0530,+2,3.000000 
 23,0530,+3,4.000000 
 23,0530,+4,4.000000 
 23,0630,+1,4.000000 
 23,0630,+2,3.000000 
 23,0630,+3,3.000000 
 23,0730,+1,2.000000 
 23,0730,+2,3.000000 
 23,0830,+1,1.000000 
 23,0830,+2,1.000000 
 23,0830,+3,2.000000 
 23,0830,+4,2.000000 
 23,0930,+1,2.000000 
 23,0930,+2,2.000000 
 23,0930,+3,3.000000 
 23,1030,+1,3.000000 
 23,1030,+2,3.000000 
 23,1130,+1,2.000000 
 23,1130,+2,3.000000 
 23,1130,+3,1.000000 
 23,1130,+4,3.000000 
 23,1230,+1,1.000000 
 23,1230,+2,1.000000 
 23,1230,+3,2.000000 
 23,1330,+1,1.000000 
 23,1330,+2,2.000000 
 23,1430,+1,3.000000 
 23,1430,+2,4.000000 
 23,1430,+3,4.000000 
 23,1430,+4,4.000000 
 23,1530,+1,2.000000 
 23,1530,+2,3.000000 
 23,1530,+3,3.000000 
 23,1630,+1,3.000000 
 23,1630,+2,3.000000 
 23,1730,+1,4.000000 
 23,1730,+2,4.000000 
 23,1730,+3,4.000000 
 23,1730,+4,4.000000 
 23,1830,+1,4.000000 
 23,1830,+2,4.000000 
 23,1830,+3,4.000000 
 23,1930,+1,2.000000 
 23,1930,+2,4.000000 
 23,2030,+1,3.000000 
 23,2030,+2,3.000000 
 23,2030,+3,4.000000 
 23,2030,+4,4.000000 
 23,2130,+1,3.000000 
 23,2130,+2,3.000000 
 23,2130,+3,4.000000 
 23,2230,+1,3.000000 
 23,2230,+2,4.000000 
 23,2330,+1,3.000000 
 23,2330,+2,3.000000 
 23,2330,+3,4.000000 
 23,2330,+4,4.000000 
 24,0030,+1,4.000000 
 24,0030,+2,4.000000 
 24,0030,+3,4.000000 
 24,0130,+1,4.000000 
 24,0130,+2,4.000000 
 24,0230,+1,4.000000 
 24,0230,+2,4.000000 
 24,0230,+3,4.000000 
 24,0230,+4,4.000000 
 24,0330,+1,4.000000 
 24,0330,+2,4.000000 
 24,0330,+3,4.000000 
 24,0430,+1,4.000000 
 24,0430,+2,4.000000 
 24,0530,+1,4.000000 
 24,0530,+2,4.000000 
 24,0530,+3,4.000000 
 24,0530,+4,4.000000 
 24,0630,+1,4.000000 
 24,0630,+2,4.000000 
 24,0630,+3,4.000000 
 24,0730,+1,4.000000 
 24,0730,+2,4.000000 
 24,0830,+1,3.000000 
 24,0830,+2,3.000000 
 24,0830,+3,4.000000 
 24,0830,+4,4.000000 
 24,0930,+1,4.000000 
 24,0930,+2,4.000000 
 24,0930,+3,4.000000 
 24,1030,+1,3.000000 
 24,1030,+2,3.000000 
 24,1130,+1,3.000000 
 24,1130,+2,2.000000 
 24,1130,+3,1.000000 
 24,1130,+4,1.000000 
 24,1230,+1,2.000000 
 24,1230,+2,1.000000 
 24,1230,+3,1.000000 
 24,1330,+1,1.000000 
 24,1330,+2,1.000000 
 24,1430,+1,1.000000 
 24,1430,+2,1.000000 
 24,1430,+3,1.000000 
 24,1430,+4,1.000000 
 24,1530,+1,4.000000 
 24,1530,+2,4.000000 
 24,1530,+3,3.000000 
 24,1630,+1,4.000000 
 24,1630,+2,4.000000 
 24,1730,+1,4.000000 
 24,1730,+2,4.000000 
 24,1730,+3,4.000000 
 24,1730,+4,4.000000 
 24,1830,+1,3.000000 
 24,1830,+2,4.000000 
 24,1830,+3,4.000000 
 24,1930,+1,4.000000 
 24,1930,+2,4.000000 
 24,2030,+1,4.000000 
 24,2030,+2,4.000000 
 24,2030,+3,4.000000 
 24,2030,+4,4.000000 
 24,2130,+1,4.000000 
 24,2130,+2,4.000000 
 24,2130,+3,4.000000 
 24,2230,+1,4.000000 
 24,2230,+2,4.000000 
 24,2330,+1,4.000000 
 24,2330,+2,4.000000 
 24,2330,+3,4.000000 
 24,2330,+4,4.000000 
 25,0030,+1,4.000000 
 25,0030,+2,4.000000 
 25,0030,+3,4.000000 
 25,0130,+1,4.000000 
 25,0130,+2,4.000000 
 25,0230,+1,4.000000 
 25,0230,+2,4.000000 
 25,0230,+3,4.000000 
 25,0230,+4,4.000000 
 25,0330,+1,4.000000 
 25,0330,+2,4.000000 
 25,0330,+3,4.000000 
 25,0430,+1,4.000000 
 25,0430,+2,4.000000 
 25,0530,+1,4.000000 
 25,0530,+2,4.000000 
 25,0530,+3,4.000000 
 25,0530,+4,4.000000 
 25,0630,+1,4.000000 
 25,0630,+2,4.000000 
 25,0630,+3,4.000000 
 25,0730,+1,4.000000 
 25,0730,+2,4.000000 
 25,0830,+1,4.000000 
 25,0830,+2,4.000000 
 25,0830,+3,4.000000 
 25,0830,+4,4.000000 
 25,0930,+1,4.000000 
 25,0930,+2,4.000000 
 25,0930,+3,4.000000 
 25,1030,+1,4.000000 
 25,1030,+2,4.000000 
 25,1130,+1,4.000000 
 25,1130,+2,4.000000 
 25,1130,+3,4.000000 
 25,1130,+4,4.000000 
 25,1230,+1,4.000000 
 25,1230,+2,4.000000 
 25,1230,+3,4.000000 
 25,1330,+1,4.000000 
 25,1330,+2,4.000000 
 25,1430,+1,4.000000 
 25,1430,+2,4.000000 
 25,1430,+3,4.000000 
 25,1430,+4,4.000000 
 25,1530,+1,4.000000 
 25,1530,+2,4.000000 
 25,1530,+3,4.000000 
 25,1630,+1,4.000000 
 25,1630,+2,4.000000 
 25,1730,+1,4.000000 
 25,1730,+2,4.000000 
 25,1730,+3,4.000000 
 25,1730,+4,4.000000 
 25,1830,+1,4.000000 
 25,1830,+2,4.000000 
 25,1830,+3,4.000000 
 25,1930,+1,4.000000 
 25,1930,+2,4.000000 
 25,2030,+1,4.000000 
 25,2030,+2,4.000000 
 25,2030,+3,4.000000 
 25,2030,+4,4.000000 
 25,2130,+1,4.000000 
 25,2130,+2,4.000000 
 25,2130,+3,3.000000 
 25,2230,+1,4.000000 
 25,2230,+2,3.000000 
 25,2330,+1,4.000000 
 25,2330,+2,4.000000 
 25,2330,+3,3.000000 
 25,2330,+4,4.000000 
 26,0030,+1,4.000000 
 26,0030,+2,4.000000 
 26,0030,+3,4.000000 
 26,0130,+1,4.000000 
 26,0130,+2,4.000000 
 26,0230,+1,4.000000 
 26,0230,+2,4.000000 
 26,0230,+3,4.000000 
 26,0230,+4,4.000000 
 26,0330,+1,4.000000 
 26,0330,+2,4.000000 
 26,0330,+3,4.000000 
 26,0430,+1,4.000000 
 26,0430,+2,4.000000 
 26,0530,+1,4.000000 
 26,0530,+2,4.000000 
 26,0530,+3,4.000000 
 26,0530,+4,4.000000 
 26,0630,+1,4.000000 
 26,0630,+2,4.000000 
 26,0630,+3,4.000000 
 26,0730,+1,4.000000 
 26,0730,+2,4.000000 
 26,0830,+1,4.000000 
 26,0830,+2,4.000000 
 26,0830,+3,4.000000 
 26,0830,+4,4.000000 
 26,0930,+1,4.000000 
 26,0930,+2,4.000000 
 26,0930,+3,4.000000 
 26,1030,+1,4.000000 
 26,1030,+2,4.000000 
 26,1130,+1,4.000000 
 26,1130,+2,4.000000 
 26,1130,+3,4.000000 
 26,1130,+4,4.000000 
 26,1230,+1,4.000000 
 26,1230,+2,4.000000 
 26,1230,+3,4.000000 
 26,1330,+1,4.000000 
 26,1330,+2,4.000000 
 26,1430,+1,4.000000 
 26,1430,+2,4.000000 
 26,1430,+3,4.000000 
 26,1430,+4,4.000000 
 26,1530,+1,4.000000 
 26,1530,+2,4.000000 
 26,1530,+3,4.000000 
 26,1630,+1,4.000000 
 26,1630,+2,4.000000 
 26,1730,+1,4.000000 
 26,1730,+2,4.000000 
 26,1730,+3,3.000000 
 26,1730,+4,1.000000 
 26,1830,+1,1.000000 
 26,1830,+2,1.000000 
 26,1830,+3,1.000000 
 26,1930,+1,2.000000 
 26,1930,+2,1.000000 
 26,2030,+1,1.000000 
 26,2030,+2,1.000000 
 26,2030,+3,1.000000 
 26,2030,+4,1.000000 
 26,2130,+1,2.000000 
 26,2130,+2,3.000000 
 26,2130,+3,4.000000 
 26,2230,+1,2.000000 
 26,2230,+2,2.000000 
 26,2330,+1,1.000000 
 26,2330,+2,1.000000 
 26,2330,+3,1.000000 
 26,2330,+4,1.000000 
 27,0030,+1,1.000000 
 27,0030,+2,1.000000 
 27,0030,+3,1.000000 
 27,0130,+1,2.000000 
 27,0130,+2,2.000000 
 27,0230,+1,2.000000 
 27,0230,+2,2.000000 
 27,0230,+3,2.000000 
 27,0230,+4,1.000000 
 27,0330,+1,3.000000 
 27,0330,+2,2.000000 
 27,0330,+3,1.000000 
 27,0430,+1,2.000000 
 27,0430,+2,2.000000 
 27,0530,+1,3.000000 
 27,0530,+2,3.000000 
 27,0530,+3,3.000000 
 27,0530,+4,3.000000 
 27,0630,+1,2.000000 
 27,0630,+2,3.000000 
 27,0630,+3,3.000000 
 27,0730,+1,3.000000 
 27,0730,+2,3.000000 
 27,0830,+1,2.000000 
 27,0830,+2,2.000000 
 27,0830,+3,2.000000 
 27,0830,+4,2.000000 
 27,0930,+1,1.000000 
 27,0930,+2,2.000000 
 27,0930,+3,2.000000 
 27,1030,+1,1.000000 
 27,1030,+2,1.000000 
 27,1130,+1,1.000000 
 27,1130,+2,1.000000 
 27,1130,+3,1.000000 
 27,1130,+4,1.000000 
 27,1230,+1,1.000000 
 27,1230,+2,1.000000 
 27,1230,+3,1.000000 
 27,1330,+1,1.000000 
 27,1330,+2,1.000000 
 27,1430,+1,1.000000 
 27,1430,+2,1.000000 
 27,1430,+3,1.000000 
 27,1430,+4,1.000000 
 27,1530,+1,1.000000 
 27,1530,+2,1.000000 
 27,1530,+3,1.000000 
 27,1630,+1,1.000000 
 27,1630,+2,1.000000 
 27,1730,+1,1.000000 
 27,1730,+2,1.000000 
 27,1730,+3,1.000000 
 27,1730,+4,1.000000 
 27,1830,+1,2.000000 
 27,1830,+2,2.000000 
 27,1830,+3,2.000000 
 27,1930,+1,3.000000 
 27,1930,+2,2.000000 
 27,2030,+1,1.000000 
 27,2030,+2,1.000000 
 27,2030,+3,1.000000 
 27,2030,+4,1.000000 
 27,2130,+1,1.000000 
 27,2130,+2,1.000000 
 27,2130,+3,1.000000 
 27,2230,+1,1.000000 
 27,2230,+2,1.000000 
 27,2330,+1,1.000000 
 27,2330,+2,1.000000 
 27,2330,+3,1.000000 
 27,2330,+4,1.000000 
 28,0030,+1,1.000000 
 28,0030,+2,1.000000 
 28,0030,+3,1.000000 
 28,0130,+1,1.000000 
 28,0130,+2,1.000000 
 28,0230,+1,1.000000 
 28,0230,+2,2.000000 
 28,0230,+3,2.000000 
 28,0230,+4,2.000000 
 28,0330,+1,2.000000 
 28,0330,+2,2.000000 
 28,0330,+3,2.000000 
 28,0430,+1,2.000000 
 28,0430,+2,2.000000 
 28,0530,+1,2.000000 
 28,0530,+2,2.000000 
 28,0530,+3,1.000000 
 28,0530,+4,1.000000 
 28,0630,+1,1.000000 
 28,0630,+2,1.000000 
 28,0630,+3,1.000000 
 28,0730,+1,2.000000 
 28,0730,+2,2.000000 
 28,0830,+1,3.000000 
 28,0830,+2,3.000000 
 28,0830,+3,3.000000 
 28,0830,+4,3.000000 
 28,0930,+1,3.000000 
 28,0930,+2,3.000000 
 28,0930,+3,3.000000 
 28,1030,+1,4.000000 
 28,1030,+2,3.000000 
 28,1130,+1,3.000000 
 28,1130,+2,3.000000 
 28,1130,+3,4.000000 
 28,1130,+4,4.000000 
 28,1230,+1,4.000000 
 28,1230,+2,4.000000 
 28,1230,+3,4.000000 
 28,1330,+1,4.000000 
 28,1330,+2,4.000000 
 28,1430,+1,4.000000 
 28,1430,+2,4.000000 
 28,1430,+3,4.000000 
 28,1430,+4,4.000000 
 28,1530,+1,4.000000 
 28,1530,+2,4.000000 
 28,1530,+3,4.000000 
 28,1630,+1,4.000000 
 28,1630,+2,4.000000 
 28,1730,+1,3.000000 
 28,1730,+2,1.000000 
 28,1730,+3,1.000000 
 28,1730,+4,1.000000 
 28,1830,+1,2.000000 
 28,1830,+2,1.000000 
 28,1830,+3,1.000000 
 28,1930,+1,1.000000 
 28,1930,+2,1.000000 
 28,2030,+1,2.000000 
 28,2030,+2,1.000000 
 28,2030,+3,3.000000 
 28,2030,+4,4.000000 
 28,2130,+1,4.000000 
 28,2130,+2,4.000000 
 28,2130,+3,4.000000 
 28,2230,+1,4.000000 
 28,2230,+2,4.000000 
 28,2330,+1,3.000000 
 28,2330,+2,4.000000 
 28,2330,+3,4.000000 
 28,2330,+4,4.000000 
 29,0030,+1,3.000000 
 29,0030,+2,3.000000 
 29,0030,+3,4.000000 
 29,0130,+1,3.000000 
 29,0130,+2,4.000000 
 29,0230,+1,3.000000 
 29,0230,+2,4.000000 
 29,0230,+3,4.000000 
 29,0230,+4,4.000000 
 29,0330,+1,4.000000 
 29,0330,+2,4.000000 
 29,0330,+3,4.000000 
 29,0430,+1,4.000000 
 29,0430,+2,4.000000 
 29,0530,+1,4.000000 
 29,0530,+2,4.000000 
 29,0530,+3,4.000000 
 29,0530,+4,4.000000 
 29,0630,+1,4.000000 
 29,0630,+2,4.000000 
 29,0630,+3,3.000000 
 29,0730,+1,3.000000 
 29,0730,+2,3.000000 
 29,0830,+1,3.000000 
 29,0830,+2,3.000000 
 29,0830,+3,3.000000 
 29,0830,+4,4.000000 
 29,0930,+1,4.000000 
 29,0930,+2,4.000000 
 29,0930,+3,4.000000 
 29,1030,+1,4.000000 
 29,1030,+2,4.000000 
 29,1130,+1,4.000000 
 29,1130,+2,4.000000 
 29,1130,+3,4.000000 
 29,1130,+4,4.000000 
 29,1230,+1,4.000000 
 29,1230,+2,4.000000 
 29,1230,+3,4.000000 
 29,1330,+1,4.000000 
 29,1330,+2,4.000000 
