 format: day,hour,forecast,value location:57_123 Start : 20150101 
 22,0930,+2,2.000000 
 22,0930,+3,2.000000 
 22,1030,+1,1.000000 
 22,1030,+2,2.000000 
 22,1130,+1,1.000000 
 22,1130,+2,1.000000 
 22,1130,+3,1.000000 
 22,1130,+4,1.000000 
 22,1230,+1,2.000000 
 22,1230,+2,2.000000 
 22,1230,+3,2.000000 
 22,1330,+1,2.000000 
 22,1330,+2,2.000000 
 22,1430,+1,2.000000 
 22,1430,+2,2.000000 
 22,1430,+3,2.000000 
 22,1430,+4,2.000000 
 22,1530,+1,3.000000 
 22,1530,+2,3.000000 
 22,1530,+3,3.000000 
 22,1630,+1,3.000000 
 22,1630,+2,3.000000 
 22,1730,+1,3.000000 
 22,1730,+2,3.000000 
 22,1730,+3,3.000000 
 22,1730,+4,3.000000 
 22,1830,+1,3.000000 
 22,1830,+2,3.000000 
 22,1830,+3,3.000000 
 22,1930,+1,3.000000 
 22,1930,+2,3.000000 
 22,2030,+1,2.000000 
 22,2030,+2,2.000000 
 22,2030,+3,2.000000 
 22,2030,+4,2.000000 
 22,2130,+1,3.000000 
 22,2130,+2,3.000000 
 22,2130,+3,3.000000 
 22,2230,+1,2.000000 
 22,2230,+2,2.000000 
 22,2330,+1,3.000000 
 22,2330,+2,3.000000 
 22,2330,+3,3.000000 
 22,2330,+4,3.000000 
 23,0030,+1,2.000000 
 23,0030,+2,3.000000 
 23,0030,+3,3.000000 
 23,0130,+1,3.000000 
 23,0130,+2,3.000000 
 23,0230,+1,3.000000 
 23,0230,+2,1.000000 
 23,0230,+3,1.000000 
 23,0230,+4,1.000000 
 23,0330,+1,1.000000 
 23,0330,+2,1.000000 
 23,0330,+3,1.000000 
 23,0430,+1,1.000000 
 23,0430,+2,1.000000 
 23,0530,+1,1.000000 
 23,0530,+2,1.000000 
 23,0530,+3,1.000000 
 23,0530,+4,1.000000 
 23,0630,+1,1.000000 
 23,0630,+2,1.000000 
 23,0630,+3,1.000000 
 23,0730,+1,1.000000 
 23,0730,+2,1.000000 
 23,0830,+1,1.000000 
 23,0830,+2,2.000000 
 23,0830,+3,2.000000 
 23,0830,+4,2.000000 
 23,0930,+1,2.000000 
 23,0930,+2,2.000000 
 23,0930,+3,2.000000 
 23,1030,+1,2.000000 
 23,1030,+2,2.000000 
 23,1130,+1,1.000000 
 23,1130,+2,1.000000 
 23,1130,+3,2.000000 
 23,1130,+4,2.000000 
 23,1230,+1,1.000000 
 23,1230,+2,2.000000 
 23,1230,+3,2.000000 
 23,1330,+1,2.000000 
 23,1330,+2,2.000000 
 23,1430,+1,2.000000 
 23,1430,+2,2.000000 
 23,1430,+3,2.000000 
 23,1430,+4,2.000000 
 23,1530,+1,2.000000 
 23,1530,+2,2.000000 
 23,1530,+3,2.000000 
 23,1630,+1,2.000000 
 23,1630,+2,2.000000 
 23,1730,+1,1.000000 
 23,1730,+2,1.000000 
 23,1730,+3,1.000000 
 23,1730,+4,1.000000 
 23,1830,+1,1.000000 
 23,1830,+2,1.000000 
 23,1830,+3,1.000000 
 23,1930,+1,1.000000 
 23,1930,+2,1.000000 
 23,2030,+1,1.000000 
 23,2030,+2,1.000000 
 23,2030,+3,1.000000 
 23,2030,+4,1.000000 
 23,2130,+1,2.000000 
 23,2130,+2,2.000000 
 23,2130,+3,2.000000 
 23,2230,+1,2.000000 
 23,2230,+2,2.000000 
 23,2330,+1,2.000000 
 23,2330,+2,1.000000 
 23,2330,+3,1.000000 
 23,2330,+4,1.000000 
 24,0030,+1,1.000000 
 24,0030,+2,1.000000 
 24,0030,+3,1.000000 
 24,0130,+1,1.000000 
 24,0130,+2,1.000000 
 24,0230,+1,1.000000 
 24,0230,+2,1.000000 
 24,0230,+3,1.000000 
 24,0230,+4,1.000000 
 24,0330,+1,1.000000 
 24,0330,+2,1.000000 
 24,0330,+3,1.000000 
 24,0430,+1,1.000000 
 24,0430,+2,1.000000 
 24,0530,+1,1.000000 
 24,0530,+2,1.000000 
 24,0530,+3,1.000000 
 24,0530,+4,1.000000 
 24,0630,+1,1.000000 
 24,0630,+2,1.000000 
 24,0630,+3,1.000000 
 24,0730,+1,1.000000 
 24,0730,+2,1.000000 
 24,0830,+1,1.000000 
 24,0830,+2,1.000000 
 24,0830,+3,1.000000 
 24,0830,+4,1.000000 
 24,0930,+1,1.000000 
 24,0930,+2,1.000000 
 24,0930,+3,1.000000 
 24,1030,+1,1.000000 
 24,1030,+2,1.000000 
 24,1130,+1,1.000000 
 24,1130,+2,1.000000 
 24,1130,+3,1.000000 
 24,1130,+4,1.000000 
 24,1230,+1,1.000000 
 24,1230,+2,1.000000 
 24,1230,+3,1.000000 
 24,1330,+1,1.000000 
 24,1330,+2,1.000000 
 24,1430,+1,3.000000 
 24,1430,+2,3.000000 
 24,1430,+3,3.000000 
 24,1430,+4,3.000000 
 24,1530,+1,3.000000 
 24,1530,+2,3.000000 
 24,1530,+3,3.000000 
 24,1630,+1,3.000000 
 24,1630,+2,3.000000 
 24,1730,+1,3.000000 
 24,1730,+2,3.000000 
 24,1730,+3,3.000000 
 24,1730,+4,3.000000 
 24,1830,+1,3.000000 
 24,1830,+2,3.000000 
 24,1830,+3,3.000000 
 24,1930,+1,3.000000 
 24,1930,+2,3.000000 
 24,2030,+1,3.000000 
 24,2030,+2,3.000000 
 24,2030,+3,3.000000 
 24,2030,+4,3.000000 
 24,2130,+1,3.000000 
 24,2130,+2,3.000000 
 24,2130,+3,3.000000 
 24,2230,+1,3.000000 
 24,2230,+2,3.000000 
 24,2330,+1,3.000000 
 24,2330,+2,3.000000 
 24,2330,+3,3.000000 
 24,2330,+4,3.000000 
 25,0030,+1,3.000000 
 25,0030,+2,3.000000 
 25,0030,+3,3.000000 
 25,0130,+1,3.000000 
 25,0130,+2,3.000000 
 25,0230,+1,3.000000 
 25,0230,+2,3.000000 
 25,0230,+3,3.000000 
 25,0230,+4,3.000000 
 25,0330,+1,3.000000 
 25,0330,+2,3.000000 
 25,0330,+3,3.000000 
 25,0430,+1,3.000000 
 25,0430,+2,3.000000 
 25,0530,+1,3.000000 
 25,0530,+2,3.000000 
 25,0530,+3,4.000000 
 25,0530,+4,4.000000 
 25,0630,+1,3.000000 
 25,0630,+2,4.000000 
 25,0630,+3,4.000000 
 25,0730,+1,4.000000 
 25,0730,+2,4.000000 
 25,0830,+1,4.000000 
 25,0830,+2,3.000000 
 25,0830,+3,4.000000 
 25,0830,+4,3.000000 
 25,0930,+1,4.000000 
 25,0930,+2,4.000000 
 25,0930,+3,4.000000 
 25,1030,+1,4.000000 
 25,1030,+2,4.000000 
 25,1130,+1,4.000000 
 25,1130,+2,4.000000 
 25,1130,+3,4.000000 
 25,1130,+4,4.000000 
 25,1230,+1,4.000000 
 25,1230,+2,4.000000 
 25,1230,+3,4.000000 
 25,1330,+1,4.000000 
 25,1330,+2,4.000000 
 25,1430,+1,4.000000 
 25,1430,+2,4.000000 
 25,1430,+3,4.000000 
 25,1430,+4,4.000000 
 25,1530,+1,4.000000 
 25,1530,+2,4.000000 
 25,1530,+3,4.000000 
 25,1630,+1,4.000000 
 25,1630,+2,4.000000 
 25,1730,+1,4.000000 
 25,1730,+2,4.000000 
 25,1730,+3,4.000000 
 25,1730,+4,4.000000 
 25,1830,+1,4.000000 
 25,1830,+2,4.000000 
 25,1830,+3,4.000000 
 25,1930,+1,4.000000 
 25,1930,+2,4.000000 
 25,2030,+1,4.000000 
 25,2030,+2,3.000000 
 25,2030,+3,3.000000 
 25,2030,+4,2.000000 
 25,2130,+1,3.000000 
 25,2130,+2,3.000000 
 25,2130,+3,2.000000 
 25,2230,+1,3.000000 
 25,2230,+2,2.000000 
 25,2330,+1,2.000000 
 25,2330,+2,2.000000 
 25,2330,+3,2.000000 
 25,2330,+4,2.000000 
 26,0030,+1,2.000000 
 26,0030,+2,2.000000 
 26,0030,+3,2.000000 
 26,0130,+1,2.000000 
 26,0130,+2,2.000000 
 26,0230,+1,2.000000 
 26,0230,+2,1.000000 
 26,0230,+3,1.000000 
 26,0230,+4,1.000000 
 26,0330,+1,1.000000 
 26,0330,+2,1.000000 
 26,0330,+3,1.000000 
 26,0430,+1,1.000000 
 26,0430,+2,1.000000 
 26,0530,+1,1.000000 
 26,0530,+2,1.000000 
 26,0530,+3,1.000000 
 26,0530,+4,1.000000 
 26,0630,+1,2.000000 
 26,0630,+2,1.000000 
 26,0630,+3,1.000000 
 26,0730,+1,1.000000 
 26,0730,+2,1.000000 
 26,0830,+1,1.000000 
 26,0830,+2,1.000000 
 26,0830,+3,1.000000 
 26,0830,+4,1.000000 
 26,0930,+1,1.000000 
 26,0930,+2,1.000000 
 26,0930,+3,1.000000 
 26,1030,+1,1.000000 
 26,1030,+2,1.000000 
 26,1130,+1,1.000000 
 26,1130,+2,1.000000 
 26,1130,+3,1.000000 
 26,1130,+4,1.000000 
 26,1230,+1,1.000000 
 26,1230,+2,1.000000 
 26,1230,+3,1.000000 
 26,1330,+1,1.000000 
 26,1330,+2,1.000000 
 26,1430,+1,1.000000 
 26,1430,+2,1.000000 
 26,1430,+3,1.000000 
 26,1430,+4,1.000000 
 26,1530,+1,1.000000 
 26,1530,+2,1.000000 
 26,1530,+3,1.000000 
 26,1630,+1,1.000000 
 26,1630,+2,1.000000 
 26,1730,+1,1.000000 
 26,1730,+2,1.000000 
 26,1730,+3,1.000000 
 26,1730,+4,1.000000 
 26,1830,+1,1.000000 
 26,1830,+2,1.000000 
 26,1830,+3,1.000000 
 26,1930,+1,1.000000 
 26,1930,+2,1.000000 
 26,2030,+1,1.000000 
 26,2030,+2,1.000000 
 26,2030,+3,1.000000 
 26,2030,+4,1.000000 
 26,2130,+1,1.000000 
 26,2130,+2,1.000000 
 26,2130,+3,1.000000 
 26,2230,+1,1.000000 
 26,2230,+2,1.000000 
 26,2330,+1,2.000000 
 26,2330,+2,2.000000 
 26,2330,+3,2.000000 
 26,2330,+4,2.000000 
 27,0030,+1,1.000000 
 27,0030,+2,2.000000 
 27,0030,+3,2.000000 
 27,0130,+1,1.000000 
 27,0130,+2,1.000000 
 27,0230,+1,1.000000 
 27,0230,+2,1.000000 
 27,0230,+3,1.000000 
 27,0230,+4,2.000000 
 27,0330,+1,1.000000 
 27,0330,+2,1.000000 
 27,0330,+3,1.000000 
 27,0430,+1,1.000000 
 27,0430,+2,1.000000 
 27,0530,+1,1.000000 
 27,0530,+2,1.000000 
 27,0530,+3,1.000000 
 27,0530,+4,2.000000 
 27,0630,+1,1.000000 
 27,0630,+2,2.000000 
 27,0630,+3,2.000000 
 27,0730,+1,2.000000 
 27,0730,+2,3.000000 
 27,0830,+1,3.000000 
 27,0830,+2,3.000000 
 27,0830,+3,3.000000 
 27,0830,+4,3.000000 
 27,0930,+1,3.000000 
 27,0930,+2,3.000000 
 27,0930,+3,3.000000 
 27,1030,+1,3.000000 
 27,1030,+2,3.000000 
 27,1130,+1,3.000000 
 27,1130,+2,2.000000 
 27,1130,+3,2.000000 
 27,1130,+4,2.000000 
 27,1230,+1,2.000000 
 27,1230,+2,2.000000 
 27,1230,+3,2.000000 
 27,1330,+1,3.000000 
 27,1330,+2,3.000000 
 27,1430,+1,2.000000 
 27,1430,+2,2.000000 
 27,1430,+3,3.000000 
 27,1430,+4,3.000000 
 27,1530,+1,3.000000 
 27,1530,+2,3.000000 
 27,1530,+3,3.000000 
 27,1630,+1,2.000000 
 27,1630,+2,2.000000 
 27,1730,+1,2.000000 
 27,1730,+2,2.000000 
 27,1730,+3,3.000000 
 27,1730,+4,3.000000 
 27,1830,+1,2.000000 
 27,1830,+2,3.000000 
 27,1830,+3,3.000000 
 27,1930,+1,3.000000 
 27,1930,+2,3.000000 
 27,2030,+1,3.000000 
 27,2030,+2,3.000000 
 27,2030,+3,3.000000 
 27,2030,+4,3.000000 
 27,2130,+1,3.000000 
 27,2130,+2,3.000000 
 27,2130,+3,3.000000 
 27,2230,+1,3.000000 
 27,2230,+2,3.000000 
 27,2330,+1,3.000000 
 27,2330,+2,3.000000 
 27,2330,+3,3.000000 
 27,2330,+4,3.000000 
 28,0030,+1,4.000000 
 28,0030,+2,4.000000 
 28,0030,+3,4.000000 
 28,0130,+1,4.000000 
 28,0130,+2,4.000000 
 28,0230,+1,4.000000 
 28,0230,+2,4.000000 
 28,0230,+3,4.000000 
 28,0230,+4,4.000000 
 28,0330,+1,4.000000 
 28,0330,+2,4.000000 
 28,0330,+3,4.000000 
 28,0430,+1,4.000000 
 28,0430,+2,4.000000 
 28,0530,+1,4.000000 
 28,0530,+2,4.000000 
 28,0530,+3,4.000000 
 28,0530,+4,4.000000 
 28,0630,+1,4.000000 
 28,0630,+2,4.000000 
 28,0630,+3,4.000000 
 28,0730,+1,4.000000 
 28,0730,+2,4.000000 
 28,0830,+1,4.000000 
 28,0830,+2,4.000000 
 28,0830,+3,4.000000 
 28,0830,+4,4.000000 
 28,0930,+1,4.000000 
 28,0930,+2,4.000000 
 28,0930,+3,4.000000 
 28,1030,+1,4.000000 
 28,1030,+2,4.000000 
 28,1130,+1,4.000000 
 28,1130,+2,4.000000 
 28,1130,+3,4.000000 
 28,1130,+4,4.000000 
 28,1230,+1,4.000000 
 28,1230,+2,4.000000 
 28,1230,+3,4.000000 
 28,1330,+1,4.000000 
 28,1330,+2,4.000000 
 28,1430,+1,4.000000 
 28,1430,+2,4.000000 
 28,1430,+3,4.000000 
 28,1430,+4,4.000000 
 28,1530,+1,4.000000 
 28,1530,+2,4.000000 
 28,1530,+3,4.000000 
 28,1630,+1,4.000000 
 28,1630,+2,4.000000 
 28,1730,+1,4.000000 
 28,1730,+2,4.000000 
 28,1730,+3,4.000000 
 28,1730,+4,4.000000 
 28,1830,+1,4.000000 
 28,1830,+2,4.000000 
 28,1830,+3,4.000000 
 28,1930,+1,4.000000 
 28,1930,+2,4.000000 
 28,2030,+1,4.000000 
 28,2030,+2,4.000000 
 28,2030,+3,4.000000 
 28,2030,+4,4.000000 
 28,2130,+1,4.000000 
 28,2130,+2,4.000000 
 28,2130,+3,4.000000 
 28,2230,+1,4.000000 
 28,2230,+2,4.000000 
 28,2330,+1,4.000000 
 28,2330,+2,4.000000 
 28,2330,+3,4.000000 
 28,2330,+4,4.000000 
 Start : 20150301 
 1,0030,+1,4.000000 
 1,0030,+2,4.000000 
 1,0030,+3,4.000000 
 1,0130,+1,3.000000 
 1,0130,+2,3.000000 
 1,0230,+1,3.000000 
 1,0230,+2,3.000000 
 1,0230,+3,3.000000 
 1,0230,+4,3.000000 
 1,0330,+1,3.000000 
 1,0330,+2,3.000000 
 1,0330,+3,3.000000 
 1,0430,+1,3.000000 
 1,0430,+2,3.000000 
 1,0530,+1,3.000000 
 1,0530,+2,3.000000 
 1,0530,+3,3.000000 
 1,0530,+4,3.000000 
 1,0630,+1,3.000000 
 1,0630,+2,3.000000 
 1,0630,+3,3.000000 
 1,0730,+1,2.000000 
 1,0730,+2,2.000000 
 1,0830,+1,2.000000 
 1,0830,+2,2.000000 
 1,0830,+3,2.000000 
 1,0830,+4,1.000000 
 1,0930,+1,2.000000 
 1,0930,+2,2.000000 
 1,0930,+3,1.000000 
 1,1030,+1,2.000000 
 1,1030,+2,1.000000 
 1,1130,+1,1.000000 
 1,1130,+2,1.000000 
 1,1130,+3,1.000000 
 1,1130,+4,1.000000 
 1,1230,+1,1.000000 
 1,1230,+2,1.000000 
 1,1230,+3,1.000000 
 1,1330,+1,1.000000 
 1,1330,+2,1.000000 
 1,1430,+1,1.000000 
 1,1430,+2,1.000000 
 1,1430,+3,1.000000 
 1,1430,+4,1.000000 
 1,1530,+1,1.000000 
 1,1530,+2,1.000000 
 1,1530,+3,1.000000 
 1,1630,+1,1.000000 
 1,1630,+2,1.000000 
 1,1730,+1,1.000000 
 1,1730,+2,1.000000 
 1,1730,+3,1.000000 
 1,1730,+4,1.000000 
 1,1830,+1,1.000000 
 1,1830,+2,1.000000 
 1,1830,+3,1.000000 
 1,1930,+1,1.000000 
 1,1930,+2,1.000000 
 1,2030,+1,1.000000 
 1,2030,+2,1.000000 
 1,2030,+3,1.000000 
 1,2030,+4,1.000000 
 1,2130,+1,1.000000 
 1,2130,+2,1.000000 
 1,2130,+3,1.000000 
 1,2230,+1,1.000000 
 1,2230,+2,1.000000 
 1,2330,+1,1.000000 
 1,2330,+2,1.000000 
 1,2330,+3,1.000000 
 1,2330,+4,1.000000 
 Start : 20150401 
 1,0030,+1,3.000000 
 1,0030,+2,3.000000 
 1,0030,+3,3.000000 
 1,0130,+1,3.000000 
 1,0130,+2,3.000000 
 1,0230,+1,3.000000 
 1,0230,+2,3.000000 
 1,0230,+3,3.000000 
 1,0230,+4,3.000000 
 1,0330,+1,3.000000 
 1,0330,+2,3.000000 
 1,0330,+3,3.000000 
 1,0430,+1,1.000000 
 1,0430,+2,1.000000 
 1,0530,+1,2.000000 
 1,0530,+2,2.000000 
 1,0530,+3,2.000000 
 1,0530,+4,2.000000 
 1,0630,+1,2.000000 
 1,0630,+2,2.000000 
 1,0630,+3,2.000000 
 1,0730,+1,2.000000 
 1,0730,+2,2.000000 
 1,0830,+1,2.000000 
 1,0830,+2,2.000000 
 1,0830,+3,2.000000 
 1,0830,+4,2.000000 
 1,0930,+1,3.000000 
 1,0930,+2,2.000000 
 1,0930,+3,2.000000 
 1,1030,+1,3.000000 
 1,1030,+2,3.000000 
 1,1130,+1,3.000000 
 1,1130,+2,3.000000 
 1,1130,+3,3.000000 
 1,1130,+4,3.000000 
 1,1230,+1,3.000000 
 1,1230,+2,3.000000 
 1,1230,+3,3.000000 
 1,1330,+1,3.000000 
 1,1330,+2,3.000000 
 1,1430,+1,3.000000 
 1,1430,+2,3.000000 
 1,1430,+3,3.000000 
 1,1430,+4,3.000000 
 1,1530,+1,3.000000 
 1,1530,+2,3.000000 
 1,1530,+3,3.000000 
 1,1630,+1,3.000000 
 1,1630,+2,3.000000 
 1,1730,+1,3.000000 
 1,1730,+2,3.000000 
 1,1730,+3,3.000000 
 1,1730,+4,3.000000 
 1,1830,+1,3.000000 
 1,1830,+2,3.000000 
 1,1830,+3,3.000000 
 1,1930,+1,3.000000 
 1,1930,+2,3.000000 
 1,2030,+1,3.000000 
 1,2030,+2,3.000000 
 1,2030,+3,3.000000 
 1,2030,+4,3.000000 
 1,2130,+1,4.000000 
 1,2130,+2,4.000000 
 1,2130,+3,4.000000 
 1,2230,+1,4.000000 
 1,2230,+2,4.000000 
 1,2330,+1,4.000000 
 1,2330,+2,4.000000 
 1,2330,+3,4.000000 
 1,2330,+4,4.000000 
 2,0030,+1,4.000000 
 2,0030,+2,4.000000 
 2,0030,+3,4.000000 
 2,0130,+1,2.000000 
 2,0130,+2,2.000000 
 2,0230,+1,3.000000 
 2,0230,+2,3.000000 
 2,0230,+3,3.000000 
 2,0230,+4,4.000000 
 2,0330,+1,3.000000 
 2,0330,+2,3.000000 
 2,0330,+3,4.000000 
 2,0430,+1,3.000000 
 2,0430,+2,4.000000 
 2,0530,+1,4.000000 
 2,0530,+2,4.000000 
 2,0530,+3,4.000000 
 2,0530,+4,4.000000 
 2,0630,+1,4.000000 
 2,0630,+2,4.000000 
 2,0630,+3,4.000000 
 2,0730,+1,4.000000 
 2,0730,+2,4.000000 
 2,0830,+1,4.000000 
 2,0830,+2,4.000000 
 2,0830,+3,4.000000 
 2,0830,+4,4.000000 
 2,0930,+1,4.000000 
 2,0930,+2,4.000000 
 2,0930,+3,4.000000 
 2,1030,+1,4.000000 
 2,1030,+2,4.000000 
 2,1130,+1,4.000000 
 2,1130,+2,4.000000 
 2,1130,+3,4.000000 
 2,1130,+4,4.000000 
 2,1230,+1,4.000000 
 2,1230,+2,4.000000 
 2,1230,+3,4.000000 
 2,1330,+1,4.000000 
 2,1330,+2,4.000000 
 2,1430,+1,4.000000 
 2,1430,+2,4.000000 
 2,1430,+3,4.000000 
 2,1430,+4,4.000000 
 2,1530,+1,4.000000 
 2,1530,+2,4.000000 
 2,1530,+3,4.000000 
 2,1630,+1,4.000000 
 2,1630,+2,4.000000 
 2,1730,+1,4.000000 
 2,1730,+2,4.000000 
 2,1730,+3,4.000000 
 2,1730,+4,4.000000 
 2,1830,+1,4.000000 
 2,1830,+2,4.000000 
 2,1830,+3,4.000000 
 2,1930,+1,4.000000 
 2,1930,+2,4.000000 
 2,2030,+1,4.000000 
 2,2030,+2,4.000000 
 2,2030,+3,4.000000 
 2,2030,+4,4.000000 
 2,2130,+1,4.000000 
 2,2130,+2,4.000000 
 2,2130,+3,4.000000 
 2,2230,+1,4.000000 
 2,2230,+2,4.000000 
 2,2330,+1,4.000000 
 2,2330,+2,4.000000 
 2,2330,+3,3.000000 
 2,2330,+4,3.000000 
 3,0030,+1,4.000000 
 3,0030,+2,3.000000 
 3,0030,+3,3.000000 
 3,0130,+1,3.000000 
 3,0130,+2,3.000000 
 3,0230,+1,4.000000 
 3,0230,+2,4.000000 
 3,0230,+3,3.000000 
 3,0230,+4,3.000000 
 3,0330,+1,4.000000 
 3,0330,+2,3.000000 
 3,0330,+3,3.000000 
 3,0430,+1,3.000000 
 3,0430,+2,3.000000 
 3,0530,+1,4.000000 
 3,0530,+2,3.000000 
 3,0530,+3,3.000000 
 3,0530,+4,2.000000 
 3,0630,+1,3.000000 
 3,0630,+2,3.000000 
 3,0630,+3,2.000000 
 3,0730,+1,3.000000 
 3,0730,+2,2.000000 
 3,0830,+1,2.000000 
 3,0830,+2,2.000000 
 3,0830,+3,2.000000 
 3,0830,+4,2.000000 
 3,0930,+1,2.000000 
 3,0930,+2,2.000000 
 3,0930,+3,2.000000 
 3,1030,+1,2.000000 
 3,1030,+2,2.000000 
 3,1130,+1,2.000000 
 3,1130,+2,2.000000 
 3,1130,+3,2.000000 
 3,1130,+4,2.000000 
 3,1230,+1,1.000000 
 3,1230,+2,1.000000 
 3,1230,+3,1.000000 
 3,1330,+1,1.000000 
 3,1330,+2,1.000000 
 3,1430,+1,1.000000 
 3,1430,+2,1.000000 
 3,1430,+3,1.000000 
 3,1430,+4,1.000000 
 3,1530,+1,1.000000 
 3,1530,+2,1.000000 
 3,1530,+3,1.000000 
 3,1630,+1,1.000000 
 3,1630,+2,1.000000 
 3,1730,+1,1.000000 
 3,1730,+2,1.000000 
 3,1730,+3,1.000000 
 3,1730,+4,1.000000 
 3,1830,+1,1.000000 
 3,1830,+2,1.000000 
 3,1830,+3,1.000000 
 3,1930,+1,3.000000 
 3,1930,+2,3.000000 
 3,2030,+1,3.000000 
 3,2030,+2,3.000000 
 3,2030,+3,3.000000 
 3,2030,+4,3.000000 
 3,2130,+1,3.000000 
 3,2130,+2,3.000000 
 3,2130,+3,3.000000 
 3,2230,+1,2.000000 
 3,2230,+2,2.000000 
 3,2330,+1,3.000000 
 3,2330,+2,3.000000 
 3,2330,+3,3.000000 
 3,2330,+4,3.000000 
 4,0030,+1,3.000000 
 4,0030,+2,3.000000 
 4,0030,+3,3.000000 
 4,0130,+1,3.000000 
 4,0130,+2,3.000000 
 4,0230,+1,3.000000 
 4,0230,+2,4.000000 
 4,0230,+3,3.000000 
 4,0230,+4,3.000000 
 4,0330,+1,4.000000 
 4,0330,+2,4.000000 
 4,0330,+3,4.000000 
 4,0430,+1,4.000000 
 4,0430,+2,4.000000 
 4,0530,+1,4.000000 
 4,0530,+2,4.000000 
 4,0530,+3,4.000000 
 4,0530,+4,4.000000 
 4,0630,+1,4.000000 
 4,0630,+2,4.000000 
 4,0630,+3,4.000000 
 4,0730,+1,4.000000 
 4,0730,+2,4.000000 
 4,0830,+1,4.000000 
 4,0830,+2,4.000000 
 4,0830,+3,4.000000 
 4,0830,+4,4.000000 
 4,0930,+1,4.000000 
 4,0930,+2,4.000000 
 4,0930,+3,4.000000 
 4,1030,+1,4.000000 
 4,1030,+2,4.000000 
 4,1130,+1,4.000000 
 4,1130,+2,4.000000 
 4,1130,+3,4.000000 
 4,1130,+4,4.000000 
 4,1230,+1,4.000000 
 4,1230,+2,4.000000 
 4,1230,+3,4.000000 
 4,1330,+1,4.000000 
 4,1330,+2,4.000000 
 4,1430,+1,4.000000 
 4,1430,+2,4.000000 
 4,1430,+3,4.000000 
 4,1430,+4,4.000000 
 4,1530,+1,4.000000 
 4,1530,+2,4.000000 
 4,1530,+3,4.000000 
 4,1630,+1,4.000000 
 4,1630,+2,4.000000 
 4,1730,+1,4.000000 
 4,1730,+2,4.000000 
 4,1730,+3,4.000000 
 4,1730,+4,4.000000 
 4,1830,+1,4.000000 
 4,1830,+2,4.000000 
 4,1830,+3,4.000000 
 4,1930,+1,4.000000 
 4,1930,+2,4.000000 
 4,2030,+1,4.000000 
 4,2030,+2,4.000000 
 4,2030,+3,4.000000 
 4,2030,+4,4.000000 
 4,2130,+1,4.000000 
 4,2130,+2,4.000000 
 4,2130,+3,4.000000 
 4,2230,+1,4.000000 
 4,2230,+2,4.000000 
 4,2330,+1,4.000000 
 4,2330,+2,4.000000 
 4,2330,+3,4.000000 
 4,2330,+4,4.000000 
 5,0030,+1,4.000000 
 5,0030,+2,4.000000 
 5,0030,+3,4.000000 
 5,0130,+1,4.000000 
 5,0130,+2,4.000000 
 5,0230,+1,4.000000 
 5,0230,+2,4.000000 
 5,0230,+3,4.000000 
 5,0230,+4,4.000000 
 5,0330,+1,4.000000 
 5,0330,+2,4.000000 
 5,0330,+3,4.000000 
 5,0430,+1,4.000000 
 5,0430,+2,4.000000 
 5,0530,+1,4.000000 
 5,0530,+2,4.000000 
 5,0530,+3,4.000000 
 5,0530,+4,4.000000 
 5,0630,+1,4.000000 
 5,0630,+2,4.000000 
 5,0630,+3,4.000000 
 5,0730,+1,4.000000 
 5,0730,+2,4.000000 
 5,0830,+1,4.000000 
 5,0830,+2,4.000000 
 5,0830,+3,4.000000 
 5,0830,+4,4.000000 
 5,0930,+1,4.000000 
 5,0930,+2,4.000000 
 5,0930,+3,4.000000 
 5,1030,+1,4.000000 
 5,1030,+2,4.000000 
 5,1130,+1,4.000000 
 5,1130,+2,4.000000 
 5,1130,+3,4.000000 
 5,1130,+4,4.000000 
 5,1230,+1,4.000000 
 5,1230,+2,4.000000 
 5,1230,+3,4.000000 
 5,1330,+1,4.000000 
 5,1330,+2,4.000000 
 5,1430,+1,4.000000 
 5,1430,+2,4.000000 
 5,1430,+3,4.000000 
 5,1430,+4,4.000000 
 5,1530,+1,4.000000 
 5,1530,+2,4.000000 
 5,1530,+3,4.000000 
 5,1630,+1,4.000000 
 5,1630,+2,4.000000 
 5,1730,+1,4.000000 
 5,1730,+2,4.000000 
 5,1730,+3,4.000000 
 5,1730,+4,4.000000 
 5,1830,+1,4.000000 
 5,1830,+2,4.000000 
 5,1830,+3,4.000000 
 5,1930,+1,4.000000 
 5,1930,+2,4.000000 
 5,2030,+1,3.000000 
 5,2030,+2,3.000000 
 5,2030,+3,3.000000 
 5,2030,+4,3.000000 
 5,2130,+1,3.000000 
 5,2130,+2,3.000000 
 5,2130,+3,3.000000 
 5,2230,+1,4.000000 
 5,2230,+2,4.000000 
 5,2330,+1,4.000000 
 5,2330,+2,4.000000 
 5,2330,+3,4.000000 
 5,2330,+4,4.000000 
 6,0030,+1,4.000000 
 6,0030,+2,4.000000 
 6,0030,+3,4.000000 
 6,0130,+1,4.000000 
 6,0130,+2,4.000000 
 6,0230,+1,3.000000 
 6,0230,+2,3.000000 
 6,0230,+3,3.000000 
 6,0230,+4,3.000000 
 6,0330,+1,4.000000 
 6,0330,+2,3.000000 
 6,0330,+3,3.000000 
 6,0430,+1,4.000000 
 6,0430,+2,3.000000 
 6,0530,+1,3.000000 
 6,0530,+2,3.000000 
 6,0530,+3,3.000000 
 6,0530,+4,3.000000 
 6,0630,+1,4.000000 
 6,0630,+2,4.000000 
 6,0630,+3,3.000000 
 6,0730,+1,4.000000 
