시간,부하(kW),ESS,,풍력 #1,,풍력 #2,,풍력 #3,,풍력 #4,,"수평면일사량
(w/m2)","경사면일사량
(w/m2)","태양광 #1
유효전력(kW)","태양광 #2
유효전력(kW)","태양광 #3
유효전력(kW)","태양광 #4
유효전력(kW)","디젤 #1
유효전력(kW)","디젤 #2
유효전력(kW)","디젤 #3
유효전력(kW)"
,,SOC(%),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),,,,,,,,,
201601022130 ,146.79,24.8,-8.239,1.629,0.883,1.639,-0.021,2.267,-0.021,1.933,-0.021,0,0,0,0,0,0,61.832,92.377,0
201601022145 ,152.731,24.8,-2.491,1.61,4.382,0.001,-0.022,1.906,-0.023,2.07,-0.023,0,0,0,0,0,0,59.728,91.18,0
201601022200 ,153.929,24.8,8.497,1.801,0.312,2.389,-0.021,2.137,-0.022,2.513,-0.229,0,0,0,0,0,0,57.112,88.28,0
201601022215 ,153.864,24.8,6.325,1.609,1.31,1.74,-0.022,1.612,-0.022,2.073,-0.02,0,0,0,0,0,0,55.54,90.753,0
201601022230 ,149.542,24.7,-2.926,1.801,0.963,1.798,-0.021,2.602,-0.021,2.087,-0.013,0,0,0,0,0,0,63.231,88.329,0
201601022245 ,154.054,24.7,-31.02,2.314,21.847,3.259,1.503,3.756,3.498,4.897,6.305,0,0,0,0,0,0,63.151,88.77,0
201601022300 ,160.056,24.7,-4.884,2.987,5.654,3.272,1.802,3.524,1.634,4.646,6.062,0,0,0,0,0,0,62.042,87.746,0
201601022315 ,124.314,24.7,-42.624,3.576,11.038,3.35,0.859,3.117,1.469,3.176,1.119,0,0,0,0,0,0,64.081,88.372,0
201601022330 ,124.41,24.7,-44.241,2.326,14.781,2.6,0.048,3.09,0.749,3.332,2.412,0,0,0,0,0,0,62.161,88.5,0
201601022345 ,119.846,24.7,-76,3.373,38.341,3.04,0.755,3.047,1.275,3.827,3.307,0,0,0,0,0,0,63.162,89.006,0
201601030000 ,127.146,24.7,-84.091,2.715,51.954,2.332,-0.435,3.309,1.928,2.972,1.269,0,0,0,0,0,0,69.311,87.21,0
201601030015 ,139.836,24.7,-22.491,2.104,5.636,2.601,-0.139,2.331,-0.087,2.442,0.474,0,0,0,0,0,0,69.651,86.792,0
201601030030 ,121.902,24.7,-53.432,2.915,6.159,3.218,1.852,3.661,3.734,4.281,4.011,0,0,0,0,0,0,70.027,89.551,0
201601030045 ,124.19,24.9,-52.631,3.063,13.025,3.411,1.973,3.126,1.24,4.134,3.513,0,0,0,0,0,0,69.754,87.316,0
201601030100 ,127.031,25.6,-48.331,2.647,16.11,3.177,0.613,2.914,0.736,3.184,1.391,0,0,0,0,0,0,69.076,87.436,0
201601030115 ,114.77,26.1,-61.747,2.103,16.906,2.269,-0.021,2.43,-0.424,2.52,-0.045,0,0,0,0,0,0,71.238,88.863,0
201601030130 ,134.483,26.1,-58.612,2.512,36.765,2.817,0.769,2.353,-0.19,2.63,-0.222,0,0,0,0,0,0,68.987,86.986,0
201601030145 ,136.512,26.3,-35.808,1.851,15.409,2.425,-0.749,2.208,-0.537,2.65,-0.076,0,0,0,0,0,0,71.061,87.212,0
201601030200 ,137.079,26.9,-43.461,2.576,18.995,2.658,0.354,2.649,0.317,2.734,0.853,0,0,0,0,0,0,70.334,89.687,0
201601030215 ,128.82,27.1,-56.422,2.498,22.744,2.726,-0.086,3.261,1.636,3.954,2.806,0,0,0,0,0,0,69.77,88.372,0
201601030230 ,132.239,27.4,-33.208,2.226,7.705,2.605,-0.354,2.524,0.223,2.932,0.749,0,0,0,0,0,0,69.994,87.13,0
201601030245 ,137.742,27.8,-42.965,2.329,24.494,2.212,-0.021,2.237,-0.44,2.268,-0.481,0,0,0,0,0,0,69.572,87.583,0
201601030300 ,134.116,28.2,-57.532,2.754,33.607,2.757,0.165,2.533,0.397,2.639,0.174,0,0,0,0,0,0,69.806,87.499,0
201601030315 ,127.068,28.4,-42.376,2.095,11.308,2.107,-0.001,1.801,-0.024,1.921,-0.023,0,0,0,0,0,0,69.723,88.461,0
201601030330 ,134.738,28.6,-47.446,1.921,23.833,2.333,-0.635,2.392,-0.02,1.798,-0.02,0,0,0,0,0,0,69.297,89.729,0
201601030345 ,127.406,28.9,-42.001,2.156,11.353,1.925,-0.021,1.585,-0.02,2.159,-0.021,0,0,0,0,0,0,70.544,87.572,0
201601030400 ,119.757,29.2,-45.769,2.009,7.024,2.373,-0.021,2.277,-0.523,2.454,0.022,0,0,0,0,0,0,70.389,88.635,0
201601030415 ,136.925,29.6,-69.196,2.032,47.481,2.678,0.797,2.112,-0.023,2.056,-0.024,0,0,0,0,0,0,70.89,87,0
201601030430 ,132.614,29.6,-32.27,2.568,8.411,2.645,-0.322,2.104,-0.832,3.013,0.549,0,0,0,0,0,0,71.585,85.493,0
201601030445 ,125.342,30.1,-44.835,0.001,12.755,2.222,-0.021,2.625,-0.021,2.091,0,0,0,0,0,0,0,69.809,87.655,0
201601030500 ,113.34,30.4,-49.5,1.697,5.787,2.025,-0.021,2.404,-0.779,2.586,-0.021,0,0,0,0,0,0,69.778,88.096,0
201601030515 ,126.059,30.7,-48.214,1.381,10.292,3.274,2.422,4.229,2.884,2.741,0.339,0,0,0,0,0,0,70.635,87.701,0
201601030530 ,134.046,31,-59.584,2.711,33.076,3.306,2.452,2.159,-0.543,1.987,-0.02,0,0,0,0,0,0,70.091,88.574,0
201601030545 ,144.438,31.2,-42.341,2.754,25.04,3.6,2.358,3.706,2.575,3.359,0.525,0,0,0,0,0,0,70.276,86.005,0
201601030600 ,132.335,31.3,-44.596,3.763,3.922,4.107,3.329,4.724,4.727,4.044,3.1,0,0,0,0,0,0,71.371,90.482,0
201601030615 ,141.809,31.7,-21.174,2.087,0.19,3.017,0.301,3.189,1.939,3.056,1.635,0,0,0,0,0,0,70.269,88.649,0
201601030630 ,141.596,31.8,-30.791,3.617,0.608,3.583,4.011,4.71,4.294,4.254,5.271,0,0,0,0,0,0,70.414,87.789,0
201601030645 ,137.395,32.1,-96.364,3.183,69.33,3.431,1.486,3.269,2.212,4.18,3.538,0,0,0,0,0,0,69.56,87.633,0
201601030700 ,119.268,32.3,-102.354,2.103,53.632,3.04,1.322,4.637,6.423,3.217,2.235,0,0,0,0,0,0,70.619,87.391,0
201601030715 ,127.019,32.8,-123.647,3.583,85.343,3.903,5.169,1.318,-0.327,3.585,2.658,0,0,0,0,0,0,69.516,88.307,0
201601030730 ,132.672,33.1,-123.041,2.531,96.095,3.408,1.402,2.366,-0.257,2.673,-0.67,0,0,0,0,0,0,70.558,88.585,0
201601030745 ,121.576,33.5,-138.884,2.658,100.418,2.332,-0.109,3.099,2.458,3.049,0.795,0,0,0,0,0,0,68.462,88.436,0
201601030800 ,123.168,33.9,-85.545,3.377,51.502,2.907,0.018,2.964,-0.039,2.33,-0.27,0,0,0,0,0,0,70.434,87.068,0
201601030815 ,114.489,34.4,-166.436,3.642,109.442,3.373,1.649,4.18,3.274,3.978,1.992,0,0,0.8,1.7,1.5,0.9,70.61,89.058,0
201601030830 ,137.733,34.8,-79.792,3.11,47.75,2.996,1.05,2.526,-0.042,3.447,2.225,0,0,1.1,2.7,2.4,1.7,69.698,88.944,0
201601030845 ,145.574,35.3,-133.982,2.984,85.788,3.321,1.778,3.269,1.675,2.91,0.293,50,50,4.6,11,9.4,8.9,68.534,87.588,0
201601030900 ,153.371,35.7,-116.05,3.079,68.509,3.127,1.039,1.978,-0.022,3.046,0.373,30,29,4.4,12.5,10.9,13.4,70.608,87.714,0
201601030915 ,132.58,36.2,-80.226,2.671,0,3.375,0.664,2.202,-0.022,2.445,-0.02,38,40,6.6,19.8,17.3,16.7,67.216,84.568,0
201601030930 ,122.111,36.8,-42.516,2.509,0,2.955,0.441,2.585,0.613,2.553,0.019,40,49,8.7,27.5,17.8,23.3,0,86.254,0
201601030945 ,126.866,37.2,-61.992,1.564,0,1.61,-0.019,1.549,-0.02,1.499,-0.019,38,47,13.2,32.9,30.5,25.8,0,86.516,0
201601031000 ,141.752,37.5,-69.03,1.549,0,1.61,-0.021,0.001,-0.022,1.495,-0.021,46,57,19.2,41.1,33.7,30.4,0,86.446,0
201601031015 ,129.954,38,-98.334,0,0,0.001,-0.019,0.001,-0.019,0.001,-0.021,61,60,21.7,47.1,39.6,33.8,0,86.147,0
201601031030 ,129.961,38,85.424,1.795,0,1.843,-0.02,1.481,-0.022,1.5,-0.021,37,23,8,17.4,10.7,8.5,0,0,0
201601031045 ,114.675,37.9,-49.962,1.479,0.001,1.5,-0.021,0.001,-0.022,0.001,-0.021,286,479,25.8,57.4,48.5,33,0,0,0
201601031100 ,115.439,38.3,-55.264,0.001,-0.021,0.001,-0.024,2.141,-0.026,1.784,-0.026,320,533,26.7,57.2,50.3,36.6,0,0,0
201601031115 ,105.594,38.9,-101.324,1.924,-0.019,1.92,-0.021,2.301,-0.02,1.969,-0.022,416,633,33.3,71.6,58.6,43.5,0,0,0
201601031130 ,156.451,39.3,3.437,2.379,-0.022,2.852,-0.021,2.392,-0.022,2.919,-0.021,355,552,22.6,39.3,52.8,38.4,0,0,0
201601031145 ,94.808,38.8,31.39,2.128,-0.02,2.321,-0.02,1.953,-0.021,1.467,-0.021,106,116,10.1,23.5,16.7,13.2,0,0,0
201601031200 ,105.294,38.9,-100.322,1.645,-0.02,1.753,-0.021,1.889,-0.022,2.35,-0.021,386,606,34.6,71.6,57.3,42.2,0,0,0
201601031215 ,75.174,39.4,-51.142,3.048,-0.023,2.504,-0.02,2.98,-0.021,1.797,-0.02,203,315,21.7,43.1,31.4,30.2,0,0,0
201601031230 ,102.646,39.9,-92.232,2.332,5.44,1.794,-0.02,1.756,-0.021,3.836,-0.021,364,574,30.2,65.3,54,40,0,0,0
201601031245 ,122.747,40.6,-68.363,3.102,1.775,2.91,-0.021,1.878,-0.022,2.651,-0.022,375,594,31.6,65.8,53.1,38.9,0,0,0
201601031300 ,105.712,41.2,-100.822,2.523,3.498,3.571,2.788,3.179,0.615,2.785,-0.067,389,613,31.9,71.2,55.1,41.5,0,0,0
201601031315 ,117.996,41.9,-92.223,3.339,3.257,4.005,3.69,3.272,1.463,3.368,0.809,412,653,33.7,69.2,57.2,40.9,0,0,0
201601031330 ,134.752,42.5,-91.476,3.424,11.228,3.278,1.711,3.444,3.729,3.238,1.76,404,639,33.9,72.9,60.7,40.3,0,0,0
201601031345 ,100.73,43.2,-110.99,3.284,23.024,2.798,0.997,2.917,1.173,3.045,0.226,379,600,31,66,52.9,36.4,0,0,0
201601031400 ,110.21,44,-90.116,3.642,10.041,3.731,2.925,4.238,2.967,2.922,1.293,369,585,29.2,65.3,53.7,34.9,0,0,0
201601031415 ,91.735,44.7,-120.462,4.19,31.683,3.729,1.141,2.648,-1.331,2.653,1.304,357,563,28.6,65.1,51.4,34.3,0,0,0
201601031430 ,120.772,45.7,-8.54,3.962,35.009,2.371,-0.023,3.439,1.504,2.952,-0.278,174,258,16.8,31.6,25.1,19.6,0,0,0
201601031445 ,93.693,46.1,-96.32,2.335,29.473,3.428,3.63,3.376,2.956,3.592,3.754,294,466,25,54.7,43.2,27.3,0,0,0
201601031500 ,103.5,46.4,-104.58,2.326,71.432,2.2,-0.02,2.107,-0.012,2.225,-0.02,266,421,21.8,49.7,39.8,25.4,0,0,0
201601031515 ,110.024,47.7,-58.031,2.544,49.324,1.691,-0.019,2.033,-1.219,2.651,-0.031,235,368,19.3,43,36.6,21.1,0,0,0
201601031530 ,122.435,47.7,-2.64,2.753,17.339,3.597,0.919,3.52,2.789,4.022,4.528,191,250,15.5,36.9,29.8,17.3,0,0,0
201601031545 ,106.379,47.7,7.803,1.446,15.825,1.806,-0.019,2.754,-0.204,2.86,0.974,72,77,13.8,30.3,24.1,13.8,0,0,0
201601031600 ,109.5,47.5,33.102,1.455,10.185,2.515,0.37,1.926,-0.536,2.333,-0.021,53,62,8.7,25.9,20.7,11.1,0,0,0
201601031615 ,94.398,47.2,44.067,2.463,0,3.065,1.148,3.127,-0.029,2.272,-0.088,42,48,4.7,20,16,8.6,0,0,0
201601031630 ,116.482,46.6,79.738,2.575,0,2.195,-0.021,1.799,-0.015,2.663,-0.02,33,37,3.8,15.4,11.6,6,0,0,0
201601031645 ,134.512,45.9,107.972,0,0,0.001,-0.02,0.001,-0.02,0.001,-0.02,20,25,3.4,10.1,8.6,4.5,0,0,0
201601031700 ,104.348,45,88.309,0.001,0,0.001,-0.021,0.001,-0.02,1.5,-0.02,8,11,2.2,5.4,5.4,3.1,0,0,0
201601031715 ,107.275,44.3,97.436,1.923,0,1.663,-0.02,1.596,-0.021,1.499,-0.02,0,0,1.4,3.5,3.1,1.9,0,0,0
201601031730 ,115.001,43.4,108.364,1.85,0,1.965,-0.021,1.557,-0.021,1.5,-0.021,0,0,1,2.4,2,1.3,0,0,0
201601031745 ,118.465,42.5,112.929,2.773,0,2.385,-0.021,1.877,-0.021,1.698,-0.022,0,0,0.8,2,1.8,1,0,0,0
201601031800 ,125.14,41.6,125.93,2.837,0,2.383,-0.243,2.137,-0.298,2.056,-0.249,0,0,0,0,0,0,0,0,0
201601031815 ,134.16,40.5,132.975,3.117,-0.001,3.384,1.724,2.329,-0.295,2.457,-0.243,0,0,0,0,0,0,0,0,0
201601031830 ,141.872,39.3,140.902,3.073,-0.001,3.448,1.506,2.897,-0.29,2.634,-0.245,0,0,0,0,0,0,0,0,0
201601031845 ,153.803,38.1,153.578,3.068,0,2.7,0.756,2.779,-0.291,2.805,-0.24,0,0,0,0,0,0,0,0,0
201601031900 ,142.477,37.1,48.579,3.3,1.582,3.514,2.941,3.048,-0.292,4.148,-0.24,0,0,0,0,0,0,0,89.907,0
201601031915 ,162.021,36.6,57.243,3.557,9.38,3.936,4.121,4.132,4.358,4.26,6.978,0,0,0,0,0,0,0,79.941,0
201601031930 ,145.491,36.1,31.074,4.303,11.103,4.825,7.146,3.362,2.425,4.168,3.885,0,0,0,0,0,0,0,89.858,0
201601031945 ,142.684,35.7,49.777,3.206,1.304,3.532,2.209,2.97,0.83,3.047,0.327,0,0,0,0,0,0,0,88.237,0
201601032000 ,138.628,35.3,41.561,3.099,8.285,3.277,1.338,2.462,-0.473,2.788,0.531,0,0,0,0,0,0,0,87.386,0
201601032015 ,152.819,34.9,47.978,3.857,14.679,3.08,0.915,2.392,-0.172,2.647,0.436,0,0,0,0,0,0,0,88.983,0
201601032030 ,119.679,34.5,21.805,2.647,9.699,3.321,2.388,2.377,-0.373,2.334,-0.178,0,0,0,0,0,0,0,86.338,0
201601032045 ,127.037,34.2,6.026,3.46,27.204,3.572,3.038,2.288,-0.789,3.128,2.233,0,0,0,0,0,0,0,89.325,0
201601032100 ,132.249,33.9,19.535,3.716,15.5,3.582,3.516,2.772,1.861,3.192,1.99,0,0,0,0,0,0,0,89.847,0
201601032115 ,115.213,30.3,6.459,2.791,9.544,3.437,1.416,3.3,1.777,4.548,6.488,0,0,0,0,0,0,0,89.529,0
201601032130 ,119.784,30,-7.349,4.82,26.409,4.073,5.436,4.395,5.957,3.458,1.441,0,0,0,0,0,0,0,87.89,0
201601032145 ,124.38,29.8,30.975,3.574,0,2.902,0.72,3.666,2.833,2.333,-1.161,0,0,0,0,0,0,0,91.013,0
201601032200 ,116.792,29.4,26.795,4.158,0,3.606,1.511,1.698,-0.021,1.717,-0.018,0,0,0,0,0,0,0,88.525,0
201601032215 ,115.902,29.3,-33.168,3.072,0,2.883,-0.042,2.821,-0.558,2.285,-0.704,0,0,0,0,0,0,61.092,89.282,0
201601032230 ,125.097,29.4,-17.143,2.294,0,2.019,-0.022,2.075,-0.001,2.16,-0.021,0,0,0,0,0,0,56.506,85.778,0
201601032245 ,112.14,29.4,-36.975,2.446,0,1.8,-0.022,1.697,-0.022,2.235,-0.022,0,0,0,0,0,0,61.053,88.128,0
201601032300 ,116.108,29.4,-30.816,1.416,0,0.001,-0.02,1.602,-0.021,0.001,-0.021,0,0,0,0,0,0,61.251,85.735,0
201601032315 ,117.834,29.4,-31.494,2.029,0,2.11,-0.019,2.147,-0.021,2.62,-0.022,0,0,0,0,0,0,61.32,88.07,0
201601032330 ,136.458,29.5,-11.947,1.884,0,1.8,-0.022,1.857,-0.021,2.392,-0.021,0,0,0,0,0,0,59.624,88.845,0
201601032345 ,145.038,29.5,-5.58,0.001,0,1.61,-0.022,1.728,-0.022,0.001,-0.022,0,0,0,0,0,0,60.319,90.365,0
201601040000 ,135.455,29.8,-12.011,0.001,0,0,-0.02,1.626,-0.019,1.751,-0.02,0,0,0,0,0,0,58.759,88.766,0
201601040015 ,104.893,30.2,-55.123,1.548,15.5,2.65,-0.022,1.756,-0.024,1.863,-0.022,0,0,0,0,0,0,58.614,85.97,0
201601040030 ,106.14,30.8,-55.944,1.875,10.985,1.877,-0.022,2.908,-0.014,3.579,3.42,0,0,0,0,0,0,59.201,88.514,0
201601040045 ,122.794,31.1,-45.018,2.444,19.484,2.775,0.272,2.218,-1.198,3.393,1.341,0,0,0,0,0,0,58.414,89.499,0
201601040100 ,112.343,31.4,-36.528,3.051,-0.589,2.933,2.653,4.299,3.234,2.343,-0.731,0,0,0,0,0,0,58.867,85.437,0
201601040115 ,117.873,31.9,-44.085,2.781,8.62,4.51,3.822,3.431,1.84,2.777,-0.099,0,0,0,0,0,0,58.152,89.623,0
201601040130 ,114.039,32.2,-61.964,3.065,5.123,5.498,11.182,4.793,9.709,3.105,1.798,0,0,0,0,0,0,57.797,90.394,0
201601040145 ,109.706,32.6,-61.78,4.258,-0.018,4.005,4.559,5.498,8.865,5.815,12.046,0,0,0,0,0,0,58.091,87.943,0
201601040200 ,115.374,33,-57.278,4.256,-0.02,5.05,10.985,4.568,8.255,3.947,5.054,0,0,0,0,0,0,59.199,89.179,0
201601040215 ,114.261,33.6,-64.969,2.583,-0.024,6.456,20.64,4.303,4.898,4.369,6.723,0,0,0,0,0,0,58.106,88.887,0
201601040230 ,97.745,34.2,-118.308,2.973,-0.024,5.554,14.066,7.149,28.253,6.399,27.109,0,0,0,0,0,0,58.1,88.549,0
201601040245 ,117.348,34.9,-73.832,3.848,-0.024,5.405,8.531,6.264,20.3,7.046,20.18,0,0,0,0,0,0,57.098,85.095,0
201601040300 ,126.602,35.3,-33.81,4.289,-0.02,3.677,3.777,5.112,6.37,4.097,2.905,0,0,0,0,0,0,59.041,88.339,0
201601040315 ,115.926,36.1,-59.062,6.428,-0.022,4.864,7.536,5.76,14.55,5.349,9.045,0,0,0,0,0,0,57.813,86.066,0
201601040330 ,112.822,36.8,-58.38,5.219,-0.021,4.729,6.2,5.545,15.654,3.571,3.05,0,0,0,0,0,0,58.623,87.696,0
201601040345 ,113.144,37.6,-50.917,5.205,-0.022,4.285,6.43,6.656,3.382,5.686,10.379,0,0,0,0,0,0,57.552,86.34,0
201601040400 ,130.373,38.5,-111.605,6.26,-0.02,7.69,35.137,7.555,30.017,7.136,28.749,0,0,0,0,0,0,57.381,90.714,0
201601040415 ,137.186,39.5,-97.962,6,-0.022,8.007,41.371,6.665,20,6.456,27.099,0,0,0,0,0,0,58.484,88.216,0
201601040430 ,133.486,40.1,-60.658,5.787,14.986,5.56,10.906,3.557,3.228,6.026,17.475,0,0,0,0,0,0,57.684,89.865,0
201601040445 ,125.39,40.7,-93.645,4.401,21.917,5.569,13.854,7.834,23.649,6.651,14.546,0,0,0,0,0,0,57.343,87.726,0
201601040500 ,103.192,41.2,-95.363,5.492,17.434,4.832,7.805,5.928,15.751,6.221,11.391,0,0,0,0,0,0,57.571,88.603,0
201601040515 ,108.257,41.8,-94.272,5.347,15.363,6.307,19.939,5.128,7.905,5.382,13.7,0,0,0,0,0,0,56.365,89.257,0
201601040530 ,101.898,42.8,-167.208,8.098,17.065,9.109,58.638,7.162,22.301,6.355,25.584,0,0,0,0,0,0,57.505,88.013,0
201601040545 ,116.943,46.6,10.426,7.876,22.378,8.135,52.753,6.331,18.657,6.391,12.729,0,0,0,0,0,0,0,0,0
201601040600 ,105.026,46.6,66.184,4.199,20.994,5.633,10.28,4.26,3.697,4.355,3.871,0,0,0,0,0,0,0,0,0
201601040615 ,120.984,45.9,73.576,4.275,27.154,5.131,11.854,3.782,0.992,4.745,7.408,0,0,0,0,0,0,0,0,0
201601040630 ,115.011,45.3,40.262,5.352,17.31,6.588,21.582,5.867,13.845,7.707,22.012,0,0,0,0,0,0,0,0,0
201601040645 ,99.234,45,-12.923,6.004,52.929,5.986,13.892,6.656,21.097,6.602,24.239,0,0,0,0,0,0,0,0,0
201601040700 ,101,44.7,-18.432,5.719,62.203,4.9,17.118,5.96,12.956,7.452,27.155,0,0,0,0,0,0,0,0,0
201601040715 ,109.561,44.4,68.967,6.383,0,5.689,13.182,5.172,8.567,6.359,18.845,0,0,0,0,0,0,0,0,0
201601040730 ,99.012,44.2,60.687,5.895,-0.001,5.382,9.792,6.343,17.531,5.026,11.003,0,0,0,0,0,0,0,0,0
201601040745 ,102.069,43.9,34.189,6.026,-0.001,5.545,16.611,7.184,35.182,6.112,16.088,0,0,0,0,0,0,0,0,0
201601040800 ,98.635,44,19.707,8.166,0,6.383,29.713,7.735,34.357,5.777,14.858,0,0,0,0,0,0,0,0,0
201601040815 ,122.28,44.1,54.082,8.037,-0.001,7.69,35.816,6.584,20.552,5.096,7.131,0,0,0.7,1.7,1.4,0.9,0,0,0
201601040830 ,116.393,44,37.174,7.735,0,8.104,41.551,6.056,15.488,6.602,15.48,0,0,1,2.4,1.8,1.5,0,0,0
201601040845 ,123.985,44.2,-27.707,6.95,0,8.623,48.744,9.261,46.39,8.891,47.558,0,0,1.4,3.5,2.1,2,0,0,0
201601040900 ,108.239,44.5,-31.217,7.965,0,7.038,38.651,8.554,47.9,7.506,36.305,15,16,2.5,6.8,4.6,2.7,0,0,0
201601040915 ,111.955,44.6,-0.756,6.164,-0.001,7.707,42.038,6.327,18.369,6.795,23.205,35,38,4.4,10.3,7.8,6.6,0,0,0
201601040930 ,102.762,44.8,6.522,7.539,0,7.149,28.382,5.636,12.984,5.538,9.774,52,58,7,17.7,9.5,10.9,0,0,0
201601040945 ,99.115,45.3,-42.276,6.048,29.457,5.05,7.681,5.935,20.855,7.296,25.398,77,81,9.5,20.9,13.3,14.3,0,0,0
201601041000 ,93.117,45.8,-59.449,6.015,18.835,6.339,19.319,7.046,26.225,6.94,24.787,85,94,8.8,20.5,18.1,16,0,0,0
201601041015 ,94.989,46.5,-69.288,6.347,31.554,6.67,19.509,5.25,9.987,5.255,15.327,104,119,10.2,32.5,24.7,20.5,0,0,0
201601041030 ,102.656,47.2,-89.41,7.004,21.079,8.255,35.026,6.276,17.265,5.76,10.096,181,136,15.8,37.4,31.8,23.6,0,0,0
201601041045 ,82.919,48.1,-105.863,7.495,4.625,7.741,29.75,7.398,23.717,7.291,21.59,199,279,20.3,29.9,32.5,26.4,0,0,0
201601041100 ,89.318,49.5,-179.983,8.185,16.303,7.224,27.387,9.072,50.915,8.644,50.396,214,304,22.9,36.2,35.5,29.7,0,0,0
201601041115 ,65.094,51.4,-147.969,7.764,5.378,8.185,38.883,6.642,21.68,6.452,19.522,233,342,21.1,51.7,30.6,24.2,0,0,0
201601041130 ,78.259,53,-200.424,9.394,4.756,8.644,43.159,7.416,33.225,8.274,51.543,240,349,25,49.7,39.3,32,0,0,0
201601041145 ,80.221,54.4,-175.187,8.452,20.784,7.042,23.137,7.042,26.549,7.522,33.838,250,361,26.5,53.7,40.8,30.1,0,0,0
201601041200 ,92.521,55.8,-153.416,7.876,8.888,7.202,24.155,7.014,25.229,6.28,19.965,322,486,26.4,56,48.6,36.7,0,0,0
201601041215 ,94.176,57.1,-177.252,6.716,2.78,6.848,29.453,7.158,36.504,7.834,33.791,294,443,28.3,63,45.5,32.1,0,0,0
201601041230 ,128.333,58.4,-113.658,6.744,0,8.287,40.564,6.46,17.687,5.836,11.74,317,485,30,60.8,46,35.2,0,0,0
201601041245 ,121.881,59.5,-128.746,7.26,0,7.522,36.768,5.864,10.091,6.562,22.668,367,559,27,64.8,53.8,35.5,0,0,0
201601041300 ,79.916,60.7,-121.249,6.03,0,5.906,8.368,5.523,12.421,5.784,10.276,300,448,27.8,64.9,44.8,32.6,0,0,0
201601041315 ,90.269,61.8,-112.756,5.501,0,5.278,11.958,3.964,2.476,4.342,5.891,358,547,30.8,61.8,52.2,37.9,0,0,0
201601041330 ,94.2,63.1,-174.295,6.444,41.214,6.419,17.984,5.946,15.884,4.813,6.213,350,540,29.3,68.3,52.5,37.1,0,0,0
201601041345 ,85.838,64.6,-211.133,6.739,53.817,6.665,20.466,6.786,16.371,6.291,20.217,371,579,30.6,65.9,53.5,36.1,0,0,0
201601041400 ,85.424,65.9,-206.616,6.824,76.53,7.228,27.075,4.058,3.468,3.709,4.967,355,555,30.5,63,51.4,35.1,0,0,0
201601041415 ,99.381,67.3,-180.164,7.528,37.336,6.91,22.974,6.562,16.574,7.233,27.161,345,539,29.3,61.6,51.4,33.2,0,0,0
201601041430 ,102.852,68.6,-153.216,6.481,36.706,6.256,12.918,7.264,23.126,6.101,15.018,325,511,27.8,61.8,47.5,31.2,0,0,0
201601041445 ,107.254,69.7,-164.492,5.777,60.426,6.557,20.129,8.465,25.236,5.247,11.155,301,470,25.5,55,45.2,29.1,0,0,0
201601041500 ,100.678,70.6,-115.395,4.895,37.287,5.393,8.57,3.949,5.087,6.202,18.429,288,460,25.1,50.9,43.7,27,0,0,0
201601041515 ,81.287,71.4,-102.347,6.245,3.685,6.323,20.865,5.839,12.748,6.187,12.136,256,413,22.8,47.4,40.2,23.8,0,0,0
201601041530 ,101.44,71.8,-61.204,5.013,-0.022,5.679,11.687,7.076,22.595,5.029,8.684,225,357,20.6,44.6,35.3,19.2,0,0,0
201601041545 ,120.744,72.3,-91.343,7.667,0.489,7.145,26.83,8.313,48.576,7.656,34.092,97,66,17,37.6,30.9,16.6,0,0,0
201601041600 ,101.069,73,-130.743,7.566,-0.013,7.365,41.024,7.741,48.877,9.515,57.324,33,38,10.2,34,27.3,13.1,0,0,0
201601041615 ,93.287,74.1,-66.917,7.407,6.315,8.025,35.608,6.527,19.799,6.994,31.182,24,28,3.6,29.8,24.2,9.7,0,0,0
201601041630 ,95.548,75.2,-102.001,10.699,7.705,8.049,44.78,9.013,45.114,8.779,47.45,15,18,2.5,24.8,18.3,6.9,0,0,0
201601041645 ,126.027,76.1,-104.774,8.651,2.715,10.357,73.332,9.961,69.312,9.117,50.942,8,11,2.1,15.1,13.3,4,0,0,0
201601041700 ,111.444,78.1,22.371,5.982,0.531,7.834,26.553,6.876,34.532,6.716,20.957,0,0,1,2.4,2.2,0.9,0,0,0
201601041715 ,104.93,78.3,42.404,6.57,2.226,7.305,22.858,5.627,11.692,5.829,18.65,0,0,1,2.5,2.3,1.3,0,0,0
201601041730 ,112.405,78.1,67.943,5.526,2.749,5.935,11.34,5.669,14.88,5.2,10.293,0,0,0.8,1.8,1.7,0.9,0,0,0
201601041745 ,131.126,77.6,103.218,5.975,0.793,5.272,8.736,4.593,5.384,5.726,8.495,0,0,0.7,1.7,1.5,0.6,0,0,0
201601041800 ,119.726,77.2,59.358,6.92,4.196,7.202,26.904,7.246,22.042,5.142,7.226,0,0,0,0,0,0,0,0,0
201601041815 ,123.52,76.7,61.708,6.351,1.928,7.319,21.206,5.975,18.295,6.72,20.383,0,0,0,0,0,0,0,0,0
201601041830 ,128.061,76.4,51.882,6.335,1.851,7.365,23.769,6.945,26.04,6.862,24.519,0,0,0,0,0,0,0,0,0
201601041845 ,128.565,76,98.357,5.982,0.7,4.837,10.114,5.37,10.402,5.25,8.992,0,0,0,0,0,0,0,0,0
